"label","labelO","labelCi"
"Parco Archeologico dell'Appia Antica. Villa dei Quintili e Santa Maria Nova. Apertura festività del 15 agosto 2022 (Ferragosto)._Copia","Indirizzo della Sede di: Parco archeologico dell'Appia antica - Villa di Capo di Bove","Roma"
"Ferragosto 2022 all'Area archeologica dei Porti Imperiali di Claudio e Traiano","Indirizzo della Sede di: Parco archeologico di Ostia antica - Area archeologica dei Porti Imperiali di Claudio e Traiano","Fiumicino"
"Ferragosto 2022 al Museo delle Navi di Fiumicino","Indirizzo della Sede di: Parco archeologico di Ostia antica - Museo delle navi","Fiumicino"
"Ferragosto 2022 alla Necropoli di Porto all'Isola Sacra","Indirizzo della Sede di: Parco archeologico di Ostia antica - Necropoli di Porto - Isola Sacra","Fiumicino"
"Porta Rosa  a Velia riapre al pubblico","Indirizzo della Sede di: Parco archeologico di Paestum e Velia - Area archeologica di Velia","Ascea"
"Ferragosto al ...  Prco archeologico di Sepino","Indirizzo della Sede di: Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum","Sepino"
"Ferragosto al ...  Prco archeologico di Sepino - Museo della città e del territorio","Indirizzo della Sede di: Parco archeologico di Sepino - Museo della città e del territorio","Sepino"
"Ferragosto al ...  Santuario italico","Indirizzo della Sede di: Santuario italico","Pietrabbondante"
"Conferenza Badia Pozzeveri","Indirizzo della Sede di: Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Lucca e Massa Carrara","Altopascio"
"Ferragosto alla villa medicea di Cerreto Guidi e al Museo storico della Caccia e del Territorio","Indirizzo della Sede di: Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio","Cerreto Guidi"
"Apertura straordinaria dell'Anfiteatro campano, in scena Il Lanista Lentulo Batiato e Selene e il mito di Cassiopea","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"Ferragosto 2022 all'Antiquarium e Parco Archeologico di Canne della Battaglia","Indirizzo della Sede di: Antiquarium e zona archeologica di Canne della Battaglia","Barletta"
"Ferragosto 2022 nel Complesso monumentale della Pilotta","Indirizzo della Sede di: Complesso Monumentale della Pilotta","Parma"
"Ferragosto all'ex Chiesa del Tau","Indirizzo della Sede di: Ex Chiesa del Tau","Pistoia"
"Ferragosto in Fortezza","Indirizzo della Sede di: Fortezza di Santa Barbara","Pistoia"
"Riapertura Museo archeologico di Santa Maria delle Monache","Indirizzo della Sede di: Museo archeologico Santa Maria delle Monache","Isernia"
"""Sguardi d’Egitto. Divinità e amuleti nel Piceno antico”","Indirizzo della Sede di: Museo archeologico nazionale delle Marche","Ancona"
"“I BRONZI DI RIACE TRA I TESORI DEL MEDITERRANEO” CULTURA, ARTE, CURIOSITÀ","Indirizzo della Sede di: Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Grandi Incontri al MArRC","Indirizzo della Sede di: Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"prova","Indirizzo della Sede di: Museo archeologico nazionale e zona archeologica di Luni","Ortonovo"
"LA DOMUS DEGLI AFFRESCHI","Indirizzo della Sede di: Museo archeologico nazionale e zona archeologica di Luni","Ortonovo"
"Museo Archeologico Arcevia - Concerto jazz","Indirizzo della Sede di: Museo archeologico statale di Arcevia","Arcevia"
"Da Polifemo al Jazz. Omero tra canti, improvvisazioni e storie di Arcevia.","Indirizzo della Sede di: Museo archeologico statale di Arcevia","Arcevia"
"Ferragosto 2022 al Museo archeologico statale di Cingoli","Indirizzo della Sede di: Museo archeologico statale di Cingoli","Cingoli"
"Riapertura del Museo Sanna di Sassari.","Indirizzo della Sede di: Museo nazionale archeologico ed etnografico ""Giovanni Antonio Sanna""","Sassari"
"Ferragosto al Museo Nazionale della Certosa di Calci","Indirizzo della Sede di: Museo nazionale della Certosa monumentale di Calci","Calci"
"Ferragosto al Museo di Casa Giusti","Indirizzo della Sede di: Museo nazionale di Casa Giusti","Monsummano Terme"
"Ferragosto 2022 al Museo Storico e Parco del Castello di MIramare","Indirizzo della Sede di: Museo storico e il Parco del Castello di Miramare","Trieste"
"Visite guidate presso il museo e l’area archeologica “Su Mulinu”","Indirizzo della Sede di: Direzione Regionale Musei Sardegna","Villanovafranca"
": Pedro Reyes. Zero Armi Nucleari","Indirizzo della Sede di: Museo Nivola","Orani"
"""Le attività commerciali a Terni nel decennio 1930-40""","Indirizzo della Sede di: Archivio di Stato di Terni","Terni"
"“Luigi Devoti incontra il Tuscolano”","Indirizzo della Sede di: Biblioteca Statale Annessa al Monumento Nazionale di Grottaferrata","Grottaferrata"
"Ensemble Prometeo per il Festival Traiettorie","Indirizzo della Sede di: Complesso monumentale della Pilotta - Teatro Farnese","Parma"
"Alla scoperta della vita quotidiana dei Piceni. Visita guidata all’Archeodromo del Conero.","Indirizzo della Sede di: Direzione Regionale Musei Marche","Sirolo"
"Alla scoperta della vita quotidiana dei Piceni. Visita guidata all’Archeodromo del Conero._Copia","Indirizzo della Sede di: Direzione Regionale Musei Marche","Sirolo"
"Alla scoperta della vita quotidiana dei Piceni. Visita guidata all’Archeodromo del Conero._Copia","Indirizzo della Sede di: Direzione Regionale Musei Marche","Urbino"
"Alla scoperta del Medioevo con il villaggio abbandonato di Geridu e il Museo Biddas","Indirizzo della Sede di: Direzione Regionale Musei Sardegna","Sorso"
"BIRU ‘E CONCAS: a spasso nel tempo con gli studenti del Mandrolisai.","Indirizzo della Sede di: Direzione Regionale Musei Sardegna","Sorgono"
"Facciamo giochi idraulici con il mare e la marea della Laguna veneziana","Indirizzo della Sede di: Direzione Regionale Musei Veneto","Venezia"
"Andar per boschi e prati sopra Norcen: l’anello di Trugno","Indirizzo della Sede di: Direzione Regionale Musei Veneto","Pedavena"
"Alla scoperta degli orti del Presidio: un miracolo fragile","Indirizzo della Sede di: Direzione Regionale Musei Veneto","Padova"
"Antichi palazzi e storia universitaria. Visita guidata al Museo per la Storia dell’Università di Pavia, al Museo Camillo Golgi e ai palazzi che li ospitano","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Pavia"
"Civico Museo Archeologico di Milano: ""I Romani e l’ecosostenibilità"" - Visita guidata con laboratorio, per bambini 7-11 anni","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Milano"
"Civico Museo Archeologico di Milano: ""Storie di 'riusi' e trasformazioni: la Cripta di San Giovanni in Conca"" - Visita guidata per adulti","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Milano"
"FONDAZIONE BRESCIA MUSEI: ""ISGRÒ CANCELLA BRIXIA"" - VISITA GUIDATA ALLA MOSTRA","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Brescia"
"FONDAZIONE BRESCIA MUSEI: ""Brescia 1889. Antonio Tagliaferri, Domenico Ghidoni, Davide Lombardi e i leoni colossali per Porta San Nazaro"" - CONFERENZA","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Brescia"
"FONDAZIONE BRESCIA MUSEI: ""LA FORMA DEGLI ALBERI"" - LABORATORIO PER FAMIGLIE CON BAMBINI DAI 6 AGLI 11 ANNI","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Brescia"
"FONDAZIONE BRESCIA MUSEI: ""LA NATURA DIPINTA TRA SIMBOLO E REALTÀ"" - VISITA GUIDATA PER ADULTI","Indirizzo della Sede di: Direzione regionale Musei Lombardia","Milano"
"Castello di S. Savino: restauro del sito e recupero della memoria","Indirizzo della Sede di: Museo dei Castelli","Magione"
"Alla scoperta de “L’impronta dell’acqua”","Indirizzo della Sede di: Museo della pesca del Lago Trasimeno","Magione"
"Così come impone la Dea: l’abito delle sacerdotesse vestali tra purezza e rigore","Indirizzo della Sede di: Museo archeologico nazionale Antiquarium Turritano e area archeologica","Porto Torres"
"Visite guidate all’esposizione ","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Visite guidate alla mostra documentaria ""100 Gianni Rodari. Ricordo di Gianni Rodari a Bitonto""","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Visite guidate al Museo archeologico nazionale di Palestrina e Santuario della Fortuna Primigenia","Indirizzo della Sede di: Museo archeologico nazionale Prenestino, Santuario della Fortuna Primigenia e Complesso degli edifici del foro di Praeneste","Palestrina"
"Voci di Donna","Indirizzo della Sede di: Museo archeologico nazionale di Cagliari","Cagliari"
"Visite guidate al Museo archeologico nazionale di Chiavari","Indirizzo della Sede di: Museo archeologico nazionale di Chiavari","Chiavari"
"Workshop ""Un giorno all'anno per tutto l'anno"" al Museo di Fratta Polesine_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Fratta Polesine","Fratta Polesine"
"Workshop ""Un giorno all'anno per tutto l'anno"" al Museo di Fratta Polesine_Copia_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Fratta Polesine","Fratta Polesine"
"Workshop ""Un giorno all'anno per tutto l'anno"" al Museo di Fratta Polesine","Indirizzo della Sede di: Museo archeologico nazionale di Fratta Polesine","Fratta Polesine"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite guidate al Museo nazionale Concordiese e all'Area Archeologica di Concordia Sagittaria | Domenica 4 ottobre","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Visite tattili al Museo Nazionale Romano","Indirizzo della Sede di: Museo nazionale Romano","Roma"
"Visite guidate gratuite alle sezioni allestitive rivisitate nel periodo del lockdown","Indirizzo della Sede di: Museo nazionale archeologico di Altamura","Altamura"
"We LOVE Lis, al Museo Archeologico Nazionale di Caorle_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Archeologia del Mare","Caorle"
"We LOVE Lis, al Museo Archeologico Nazionale di Caorle_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Archeologia del Mare","Caorle"
"We LOVE Lis, al Museo Archeologico Nazionale di Caorle_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Archeologia del Mare","Caorle"
"We LOVE Lis, al Museo Archeologico Nazionale di Caorle","Indirizzo della Sede di: Museo nazionale di Archeologia del Mare","Caorle"
"We LOVE Lis, al Museo Archeologico Nazionale di Caorle_Copia","Indirizzo della Sede di: Museo nazionale di Archeologia del Mare","Caorle"
"Visita in relax al Museo Nazionale di Villa Pisani_Copia","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Visita in relax al Museo Nazionale di Villa Pisani_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Visita in relax al Museo Nazionale di Villa Pisani_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Visita in relax al Museo Nazionale di Villa Pisani","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Visita in relax al Museo Nazionale di Villa Pisani_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Vivere d'acqua-Archeologie tra Lio Piccolo e Altino | Presentazione del terzo quaderno del Polo Museale del Veneto _Copia","Indirizzo della Sede di: Museo nazionale e Area archeologica di Altino","Quarto d'Altino"
"Vivere d'acqua-Archeologie tra Lio Piccolo e Altino | Presentazione del terzo quaderno del Polo Museale del Veneto _Copia_Copia","Indirizzo della Sede di: Museo nazionale e Area archeologica di Altino","Quarto d'Altino"
"Walk&Play nella Riserva Unesco di Miramare. Domenica 19 settembre: Seconda caccia fotografica itinerante","Indirizzo della Sede di: Museo storico e il Parco del Castello di Miramare","Trieste"
"Visite guidate alla mostra ""La stanza dei modelli"". Sculture restaurate dal Museo Ginori","Indirizzo della Sede di: Villa medicea della Petraia","Firenze"
"Visite guidate alla mostra ""La stanza dei modelli"". Sculture restaurate dal Museo Ginori_Copia_Copia","Indirizzo della Sede di: Villa medicea della Petraia","Firenze"
"Visite guidate, laboratori per bambini e apertura straordinaria serale ""Le Carnet de Dames. Cultura e balli al tempo della Belle Époque""","Indirizzo della Sede di: Villa medicea della Petraia","Firenze"
"Alla scoperta di “Castel Ser Ugo” o Villa Ferri","Indirizzo della Sede di: Direzione Regionale Musei Veneto","Casalserugo"
"#iorestoacasa ma scopro l'Afrodite di Capua","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro un simbolo dell'antichita'","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro lo spirito dei luoghi piu' belli ","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro la bellezza delle persone e dei luoghi che mi sono cari","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma CINEMA è la sezione del Mibact dedicata a spettacolo, cinema e audiovisivo ","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#litaliachiamo Continua la maratona","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro la bellezza. Presto torneremo ad abbracciarci","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa nella Giornata mondiale della poesia","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#litaliachiamo L'Anfiteatro si tinge di tricolore","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma Visitiamo la pagina ARCHIVI E BIBLIOTECHE del Mibact","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma Mibact a suon di musica","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro il teatro grazie al #Mibact","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro il corredo della Tomba 1507","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro la transenna con scena di costruzione dell’Anfiteatro, esposta nel Museo dei Gladiatori","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma ricordo la giornata dedicata all’autismo","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma Tutti gli aggiornamenti sulle nuove pagine del Mibact","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma Leggiamo il fumetto Tutti Santi","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#Museichiusimuseiaperti Scopri l'audio tour con la nostra app","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro le meraviglie di S. Maria C. V.","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro che col #Mibact e' tutta un'altra musica","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro i fumetti digitali","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro la buona musica","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma ammiro l'Anfiteatro illuminato di tricolore","Indirizzo della Sede di: Anfiteatro campano","Santa Maria Capua Vetere"
