"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20760","Sede di Museo diocesano tridentino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20774","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20782","Sede di Istituto autonomo Vittoriano e Palazzo Venezia - Palazzo Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20059","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20076","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20088","Sede di Museo nazionale Jatta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20089","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20090","Sede di Compendio garibaldino di Caprera"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20149","Sede di Castello di Civitacampomarano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20199","Sede di Castel del Monte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20220","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le Province di Biella, Novara, Verbano-Cusio-Ossola e Vercelli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20239","Sede di Soprintendenza Archivistica della Sicilia - Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20242","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20243","Sede di Antiquarium di Torre Cimalonga"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20244","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20247","Sede di Archivio di Stato di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20336","Sede di Museo e Parco archeologico nazionale di Capo Colonna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20336","Sede di Direzione regionale Musei Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20337","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la provincia di Viterbo e per l'Etruria meridionale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20340","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20407","Sede di Biblioteca Statale Antonio Baldini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20428","Sede di Archivio di Stato di Varese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20431","Sede di Gallerie Nazionali di Palazzo Spinola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20470","Sede di Soprintendenza Archivistica della Sicilia - Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20483","Sede di Museo nazionale romano - Crypta Balbi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20684","Sede di Archivio di Stato di Matera"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20737","Sede di Gallerie Nazionali di Palazzo Spinola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20047","Sede di Direzione Regionale Musei Molise"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20066","Sede di Forte San Giovanni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20067","Sede di Archivio di Stato di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20097","Sede di Museo archeologico nazionale e Castello di Gioia del Colle"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20106","Sede di Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20110","Sede di Museo archeologico nazionale “Giuseppe Andreassi” e Parco archeologico di Egnazia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20113","Sede di Archivio di Stato di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20130","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la città metropolitana di Reggio Calabria e la provincia di Vibo Valentia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20132","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20135","Sede di Museo sannitico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20136","Sede di Archivio di Stato di Massa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20137","Sede di La Cattolica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20138","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20141","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20142","Sede di Museo Palazzo Pistilli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20146","Sede di Segretariato Regionale del Ministero della cultura per la Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20147","Sede di Parco archeologico di Sepino - Museo della città e del territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20185","Sede di Museo Storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20194","Sede di Pinacoteca nazionale di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20241","Sede di Museo Storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20258","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20259","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20309","Sede di Direzione Regionale Musei Emilia Romagna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20323","Sede di Gallerie estensi - Biblioteca estense universitaria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20371","Sede di Biblioteca Medica Statale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20373","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di L'Aquila e Teramo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20384","Sede di Biblioteca Nazionale Marciana di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20393","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20433","Sede di Museo nazionale di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20434","Sede di Biblioteca Universitaria di Pisa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20438","Sede di Castello del Buonconsiglio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20446","Sede di Biblioteca Vallicelliana di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20450","Sede di Museo nazionale di Villa Pisani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20451","Sede di Museo nazionale di Villa Pisani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20455","Sede di Biblioteca Statale del Monumento Nazionale di Santa Giustina"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20465","Sede di Archivio di Stato di Verbania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20466","Sede di Archivio di Stato di Prato"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20477","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20525","Sede di Museo nazionale romano - Terme di Diocleziano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20550","Sede di Archivio di Stato di Forlì-Cesena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20555","Sede di Direzione Regionale Musei Emilia Romagna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20566","Sede di Museo nazionale romano - Palazzo Altemps"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20568","Sede di Archivio di Stato di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20620","Sede di Archivio di Stato di Caltanissetta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20681","Sede di Biblioteca Vallicelliana di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20706","Sede di Museo nazionale di Casa Giusti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20740","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la città metropolitana di Reggio Calabria e la provincia di Vibo Valentia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20741","Sede di Museo nazionale di Palazzo Reale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20746","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20749","Sede di Palazzo Ducale di Tricarico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20786","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per l'area Metropolitana di Roma e per la Provincia di Rieti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20787","Sede di Biblioteca Nazionale di Potenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20054","Sede di Certosa e Museo di San Martino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20104","Sede di Basilica di Superga"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20131","Sede di Archivio di Stato di Catania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20150","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20151","Sede di Museo nazionale del Paleolitico di Isernia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20178","Sede di Parco archeologico di Monte Sannace"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20181","Sede di Gallerie degli Uffizi - Giardino di Boboli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20207","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20237","Sede di Museo archeologico dell'antica Capua e Mitreo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20269","Sede di Musei Reali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20273","Sede di Area archeologica del Teatro romano di Benevento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20303","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20362","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20377","Sede di Gallerie degli Uffizi - Museo delle porcellane"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20398","Sede di Palazzo Reale di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20399","Sede di Biblioteca Marucelliana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20416","Sede di Archivio di Stato di Chieti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20493","Sede di Museo nazionale della Certosa monumentale di Calci"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20504","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Caserta e Benevento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20507","Sede di Biblioteca nazionale centrale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20530","Sede di Archivio di Stato di Rimini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20532","Sede di Biblioteca statale Stelio Crise di Trieste"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20533","Sede di Segretariato Regionale del Ministero della cultura per la Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20542","Sede di Archivio di Stato di Imperia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20549","Sede di Complesso Monumentale della Pilotta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20559","Sede di Biblioteca Nazionale Universitaria di Torino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20571","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20607","Sede di Archivio di Stato di Mantova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20719","Sede di Istituto Centrale per i Beni Sonori ed Audiovisivi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20725","Sede di Direzione Regionale Musei Toscana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20751","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20038","Sede di Direzione Regionale Musei Molise"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20044","Sede di Museo nazionale di San Matteo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20060","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20063","Sede di Museo preistorico dei ""Balzi Rossi"" e zona archeologica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20064","Sede di Villa romana del Varignano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20069","Sede di Biblioteca e Complesso monumentale dei Girolamini"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20070","Sede di Museo nazionale d'arte medievale e moderna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20072","Sede di Archivio di Stato di Oristano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20075","Sede di Museo civico per la preistoria del Monte Cetona"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20083","Sede di Museo di San Marco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20094","Sede di Castello svevo di Bari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20095","Sede di Museo archeologico nazionale “Gaio Cilnio Mecenate” e Anfiteatro romano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20096","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20098","Sede di Istituto autonomo Vittoriano e Palazzo Venezia - Palazzo Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20112","Sede di Museo archeologico nazionale Prenestino, Santuario della Fortuna Primigenia e Complesso degli edifici del foro di Praeneste"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20122","Sede di Archivio di Stato di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20145","Sede di Castello di Capua"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20161","Sede di Museo nazionale di Villa Pisani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20173","Sede di Direzione regionale Musei Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20180","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Sassari e Nuoro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20187","Sede di Museo Storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20191","Sede di Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_20196","Sede di Villa Adriana e Villa d'Este - Area archeologica di Villa Adriana"
